text,encoded
"Easy website to use, great service, loads of choice, a new and innovate way to purchase tires","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Couldnt be happier. Great price, fast delivery of the tyres to a garage I know and trust.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent first time online experience. Excellent straight forward and best prices by [REDACTED] tyres. By ordering online to having the tyres fitted by choosen garage a very smooth transaction.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Ordered easily, great price, delivered to a local fitter & fitted when stated. Fabulous!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
Great customer experience and good value for money,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Good price for the tyres and happy with the service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good price, efficient service and the fitting garage took due care of the alloy wheels.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"So easy to use, you can compare tyre performance and prices & have your tyre/tyres replaced when and where suits you.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Wide choice and competitive prices, quick turnaround and great customer service.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It is a good service that I would recommend however it depends on the Individual garage involved, In my case this was a good experience and my tyres were fitted promptly but this may vary.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy to deal with, customer service excellent","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
good prices & excellent service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy to order, lots of fitting station, just fitting station didn't do what I asked for when I ordered.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
good service and price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to order at greatly reduced price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The service I received was first class and the cost was very competitive.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great system and very pleased with result but long wait on an am appointment,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"I have been a user of [REDACTED] for many years due to the excellent and user friendly web-page. In addition, the offering of various manufacturer specification and all inclusive costs is truly excellent and unique, clear and uncluttered. Last but certainly not least I have used the same fitter for all my cars over many years and also that of my wife and son, and would have no issue in recommending them highly enough. Pleasant, courteous, fully respectful and careful in handling the alloy wheels and the car itself whilst in their possession. Totally excellent small local garage, professional and top class customer service. Well done Black-circles and the local garage. Keep it up.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Easy service. Good price, easy system, happy with fitting","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Always great service. Easy to order tyres and feels like I'm getting a good price everytime.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The purchase experience works very well - unless you choose the wrong tyre. Trying to get hold of Customer Service to even discuss the situation (and options) proved impossible.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Very easy to find the correct tyres and book a local garage,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"I received the service I expected that I had prepaid forI ordered on line, selected a fitting centre and appointment time then turned up and had the new tyres fitted that I had paid forI waited in the reception area and 30 - 40 minutes later I was on my way again Job doneThat's what I expectedSo I can't really add any more than thatNothing to complain about and nothing to be over exited about","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Very pleased with the service with [REDACTED] also very happy with the price of our tyres and none but least the guy at the service point were ever so helpful and pleasant well done guy will have no hesitation to use you again one happy customer thanks again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Excellent service at good prices, I will use you again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy & affordable, but their customer service was reluctant when tried to get refund for an older tyre. However, I got it in the end.You should provide tyres with the same date of manufacturer regardless of what the Tyre British association consideration (5 year sell window)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Excellent experience, local fitting at a great price!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"A very fast service . A fast easy &safe way to get the best deals on tyres,highly recommended !","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Good fast service. good tyres for the price!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
"Having bought a tyre for the first time from [REDACTED].com l can recommend them, top quality tyre at a competitive price and the fitting process was hassle free.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Best price I could find for the tyres I wanted after shopping around and fitting arranged as quickly as anywhere else could.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Used [REDACTED] before, great choice at reasonable prices.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very professional service and reasonable price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Fast friendly service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent on this occasion but have tried previously and could not find the right deal on those occasions.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Finds you the best deal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Fitting of tyres went well arranging fitting a problem. Fitting of tyres went well. Getting to that stage was a problem. Arranged to have them fitted on a Thursday am confirmed then cancelled by ATS. Time for fitting them on the Friday was between 11.00 and 2.0pm but then confirmed by [REDACTED] to be 11.00am Arrived at ATS at 10.30am to be advised that the earliest the 4 tyres could be fitted was 2.0pm! Picked up vehicle at 4.15pm. Communication needs to be improved.,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Great service great prices,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Exactly what I wanted. As always, great prices and simple ordering, backed up by an excellent fitter. Exactly what I want.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"excellent price, good service. does what it says on the tin","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Tyres fine and on time. Payment took more than an hour. I use the credit card and mobile very regularly to carry out similar transactions, but it continued to fail for a long time.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
good prices appointments and prompt service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
This is the first time I have used this service and it was straightforward. It is cheaper for branded tyres. I will be using the service again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great price and good service from my selected garage.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good prices, delivery when promised and with the introduction of mobile fitting a really convenient solution","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"Excellent service, brilliant fitting centre.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Straight forward booking process, good choice of local garages. Was able to choose a date that suited.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"I have used [REDACTED] a few times, good prices and convenient service.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good prices, prompt fitment","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent price and fitted in allotted time,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Everything went smoothly, Lloyds BMW even fitting the tyres for me after I was late for the appointment.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"excellent service ,excellent price and first class service by PYPERS garage south shore BLACKPOOL","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Everything went to plan, the date, the time and carried out by professional staff","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Winwin. Great value tyres, speedy fitting, fitting fee going to local independent shop.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
"Easy to use, clear options, quick. Good price!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good customer service from McConnechies (local fitter), good prices from [REDACTED].","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Price, ease of use of web site, ease of fitting service, friendly garage","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
They are reasonable quality tyres.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Simple I turned up tires got fitted jobs done Very straightforward,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Even if you don’t know what you want the website is easy to use for choosing tyres and booking appointments. The partner garage was friendly, prompt and professional. Would recommend to anyone - and do.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy to use website, good pricing and well organised ordering / fitting arrangements.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Keen prices a good service, I will be definitely using again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Buying on line I was able to get the tyre I wanted at a competitive price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"From point of order through to garage fitting of tyres, everything went smoothly, with constant updates via email. Garage was local to where we lived, less than 10 miles away, and fitted according to allocated slot. Great.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Van 8 perfect as usual! 😁,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Good price for well rated tyres,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Very satisfied with the service. Fitter arrived on time and did an excellent job. Will use the company again - but hopefully not too soon As I have 4 new tyres to wear out first!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Easy. Quick. Good prices. Local fitters.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Ordered some tyres using the system where I just put my car reg in. Unfortunately this didn’t work and came up with different size tyres than what I already have. I didn’t notice and ordered anyway. Luckily once noticed at the garage I contacted customer support and they were very quick to sort everything out. Very friendly team. New tyres seem great. Would use again. Thanks,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The garage that fitted the tyres were clearly trying to deceive me into extra work which did not need doing. So I would not feel able to trust [REDACTED].,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Overall good service. Had to contact as didn’t recieve confirmation on tyre booking but dealt with promptly and well when phoned up customer service team,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Very friendly and professional. Thanks for a speedy and painless turnaround. Definitely will be using you again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Excellent. Ordered a new tire, fitted. Went to the local garage, they did it. £56. Bam.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Great service from [REDACTED] but let down by ATS - failed to spot significant issue with rear suspension when changing tyre - Vehicle failed MOT an hour later. Will go back to using Mr Tyre for the fitting.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Such a simple way of finding the most suitable tyres at a very competitive price. Gives the opportunity to compare the tyres with the standard ratings, with a good level of detail. Once you have selected, it’s just a case of finding a nearby fitter and booking a slot. Couldn’t be easier...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Fast, friendly and competitive prices!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Nice and easy to order which helps also the garage where the tyres are fitted are friendly and helpful,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This is the first time i have used this company. I ordered my tyres which were delivered quickly, however when they came they were not run flats which I needed (i should have ticked the run flat option). I phoned [REDACTED] and explained and within a day or two the correct tyres were delivered to the garage and the others were picked up. I cannot fault the service I received and will definitely use this company again.","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Great service and good prices.I have fitted Michelin Pilot Sport 4 to my car, they are a great improvement over the Bridgestones that were originally on the car.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"Tyres were/are very good, and much quieter than the ones i took off (then again they were illegal!). Garage was excellent, and very prompt. I would use again without hesitation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Good prices and easy website to choose. Also lots of locations to choose from for fitting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Very reliable and prices are very good,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very straightforward. Good Price. Garage was very courteous and prompt.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Arrived 5 minutes before the appointed time. Paperwork was ready. Car was taken into the fitting bay within 5 minutes and returned to me with the new tyres fitted 35 minutes later. Excellent service. Highly recommended.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"No problems at all, appointment on time and sorted within 45 minutes","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"Great choice, reliable, great prices","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
All round easy to use and the garage were brilliant,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"If like me, you are contemplating buying tyres online, but are a little unsure, I can recommend [REDACTED]. From choosing the tyres I wanted, at a very good price, to having them fitted at a local garage, the whole process was very easy and efficient. I will certainly be using them again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Always the first place I go to for replacement tyres for either the car or bike - cuts out the hassle of buying tyres and then having to arrange fitting them separately.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The guys at Staplehurst Tyres are fantastic. [REDACTED] saved me £20 a tyre for my wife's small car. Appointment makes things very convenient.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[REDACTED] was recommended to me by family members and I had a good experience as well and would be happy to also do so .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Had tyres I wanted for a reasonable price. Local garage could fit them. No problems with fitting. All good.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Excellent service and ease of use of website to then have tyres fitted locally 👍,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Convenient and efficient. The tyre fitters had good waiting facilites and pleasant staff. Very Satisfied.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Good value. Fitting process worked smoothly.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Simple and easy online ordering process. Choose day and time at my local ATS for fitting. £10 cheaper per tyre than buying from ATS. Would definitely use again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"The fitting experience was poor, i had to go back twice. Firstly for the balancing and then because one of the tyres kept deflating, the deflating issue had to then be rectified by another garage at my cost as I had by then lost confidence in the fitting garage to rectify it.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
- Easily understood website - simple procedure for selecting tyres ...but could be better in ensuring the particular tyre I wanted was the one finally selected not others similar. - very clear indication where local tyre fitting was available - simple pay,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Value and convenient,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
